id,release_id,image_type,filename,url,source_slug,source_type,width,height,trim_score,notes
1,3354,cover,001_m38841325216.png,,m38841325216,archive_deskew,1080,1080,0.0,
2,3354,reverse,002_m38841325216.png,,m38841325216,archive_deskew,1080,1080,0.0,
3,3354,spine,003_m38841325216.png,,m38841325216,archive,1080,1080,0.0,
4,3355,cover,001_g1224278646.png,,g1224278646,archive_deskew,900,1200,0.58,
5,3355,reverse,002_g1224278646.png,,g1224278646,archive_deskew,900,1200,0.17,
6,3355,tape,003_g1224278646.png,,g1224278646,archive,900,1200,0.0,
15,659,cover,003_1C9PZ.png,,1C9PZ,archive,,,,
17,635,cover,003_Z1vfo.png,,Z1vfo,archive,300,238,0.0,
19,957,cover,003_ZWXps.png,,ZWXps,archive,221,300,0.0,
21,147,cover,004_ZYSfE.png,,ZYSfE,archive,191,300,0.0,
30,1015,cover,003_qYQE5.png,,qYQE5,archive,300,225,0.0,
32,391,cover,002_qal6i.png,,qal6i,archive_deskew,720,960,0.0,
33,391,reverse,003_qal6i.png,,qal6i,archive_deskew,720,960,0.0,
35,691,cover,003_sSunN.png,,sSunN,archive,274,300,0.0,
36,691,cover,014_sSunN.png,,sSunN,archive,200,150,0.0,
38,50,cover,002_unp3M.png,,unp3M,archive_deskew,1200,1600,0.0,
39,50,reverse,003_unp3M.png,,unp3M,archive_deskew,720,960,0.0,
40,50,cover,004_unp3M.png,,unp3M,archive,720,960,0.0,
41,50,spine,005_unp3M.png,,unp3M,archive,960,720,0.0,
42,7,screenshot,001_wAAne.png,,wAAne,archive,1024,768,,
43,7,cover,003_wAAne.png,,wAAne,archive,225,300,0.0,
45,407,cover,002_xZOgs.png,,xZOgs,archive_deskew,1108,1600,0.0,
46,407,tape_spine,003_xZOgs.png,,xZOgs,archive,960,497,0.0,
47,407,spine,004_xZOgs.png,,xZOgs,archive,960,401,0.0,
48,407,reverse,005_xZOgs.png,,xZOgs,archive_deskew,720,960,0.0,
54,170,cover,003_yH1i4.png,,yH1i4,archive_deskew,1600,1066,0.0,
56,1676,cover,003_ydpM1.png,,ydpM1,archive,275,300,4.85,
58,263,cover,002_zz4FD.png,,zz4FD,archive_deskew,1200,1600,0.0,
59,263,reverse,003_zz4FD.png,,zz4FD,archive_deskew,720,960,0.0,
60,263,spine,004_zz4FD.png,,zz4FD,archive,960,720,0.0,
61,263,spine,005_zz4FD.png,,zz4FD,archive,960,720,0.0,
63,1447,cover,002_00IRy.png,,00IRy,archive_good,1600,1600,0.0,
64,1447,reverse,003_00IRy.png,,00IRy,archive,960,960,0.0,
65,1447,spine,004_00IRy.png,,00IRy,archive,960,960,0.0,
68,2621,cover,002_oJOGV.png,,oJOGV,archive_deskew,1200,900,0.0,
69,2621,reverse,003_oJOGV.png,,oJOGV,archive,,,,
70,2621,spine,004_oJOGV.png,,oJOGV,archive,1200,900,0.0,
71,2621,cover,005_oJOGV.png,,oJOGV,archive,1200,900,1.33,
72,2621,cover,006_oJOGV.png,,oJOGV,archive,1200,930,10.86,
73,2621,tape,007_oJOGV.png,,oJOGV,archive,,,,
75,1104,tape_spine,003_oPhwc.png,,oPhwc,archive,1200,1200,0.0,
76,1104,cover,005_oPhwc.png,,oPhwc,archive_deskew,1200,1200,22.98,
77,1104,reverse,006_oPhwc.png,,oPhwc,archive_deskew,1200,1200,2.42,
78,2009,cover,002_oSsey.png,,oSsey,archive_deskew,1200,800,0.0,
79,2009,reverse,004_oSsey.png,,oSsey,archive_deskew,1200,800,0.0,
81,210,cover,002_oTjrc.png,,oTjrc,archive_deskew,1142,1600,0.0,
82,210,reverse,003_oTjrc.png,,oTjrc,archive,685,960,0.0,
83,210,spine,004_oTjrc.png,,oTjrc,archive,319,960,0.0,
84,1122,tape,002_oXyt2.png,,oXyt2,archive,1200,900,6.68,
85,1122,cover,003_oXyt2.png,,oXyt2,archive,1200,900,20.65,
86,1122,reverse,004_oXyt2.png,,oXyt2,archive,1200,900,4.23,
92,1560,cover,002_oi3IS.png,,oi3IS,archive_deskew,900,1200,0.0,
93,1560,reverse,004_oi3IS.png,,oi3IS,archive_deskew,900,1200,0.0,
94,1560,spine,005_oi3IS.png,,oi3IS,archive,900,1200,0.0,
99,736,cover,002_ojuYJ.png,,ojuYJ,archive,1200,1200,9.25,
100,736,reverse,004_ojuYJ.png,,ojuYJ,archive_deskew,1200,1200,0.0,
101,736,tape,005_ojuYJ.png,,ojuYJ,archive,1200,1200,0.0,
112,1572,cover,003_p3p8m.png,,p3p8m,archive,1200,900,0.0,
113,1572,reverse,005_p3p8m.png,,p3p8m,archive,1200,900,0.0,
114,1572,spine,006_p3p8m.png,,p3p8m,archive,1200,900,0.67,
115,1986,bottom,002_pG5G0.png,,pG5G0,archive,640,480,0.0,
116,1986,cover,003_pG5G0.png,,pG5G0,archive_deskew,480,640,0.0,
117,1986,reverse,004_pG5G0.png,,pG5G0,archive_deskew,480,640,0.0,
118,1986,reverse,011_pG5G0.png,,pG5G0,archive,161,214,0.0,
119,1986,spine,012_pG5G0.png,,pG5G0,archive,161,214,0.0,
120,893,cover,001_pG97O.png,,pG97O,archive_deskew,1200,1200,0.0,
121,893,reverse,003_pG97O.png,,pG97O,archive_deskew,1200,1200,0.0,
122,893,spine,004_pG97O.png,,pG97O,archive,1200,1200,,
123,1567,cover_group,001_pIw20.png,,pIw20,archive,,,,
124,1044,cover,002_pThCw.png,,pThCw,archive,901,1200,0.0,
125,1044,spine,004_pThCw.png,,pThCw,archive,898,1198,0.0,
126,1044,reverse,005_pThCw.png,,pThCw,archive_deskew,898,1198,0.0,
127,1540,cover,001_pbFLe.png,,pbFLe,archive_deskew,1600,1200,0.0,
128,1540,reverse,002_pbFLe.png,,pbFLe,archive,,,,
129,1540,tape,003_pbFLe.png,,pbFLe,archive,,,,
130,1540,tape,004_pbFLe.png,,pbFLe,archive,960,720,0.0,
131,959,cover,001_pbwQL.png,,pbwQL,archive_deskew,1200,800,0.0,
132,959,reverse,003_pbwQL.png,,pbwQL,archive,1200,800,0.0,
144,3105,cover,003_q50vQ.png,,q50vQ,archive_deskew,772,611,0.0,
145,3105,reverse,005_q50vQ.png,,q50vQ,archive,395,594,0.0,
146,3105,insert,006_q50vQ.png,,q50vQ,archive_deskew,848,846,0.0,
150,685,cover,002_qJO8v.png,,qJO8v,archive_deskew,1200,900,0.0,
151,685,reverse,004_qJO8v.png,,qJO8v,archive_deskew,1200,900,0.0,
152,685,spine,005_qJO8v.png,,qJO8v,archive,1200,900,0.0,
154,2010,tape,003_qMOfp.png,,qMOfp,archive,600,450,0.0,
155,2010,reverse,005_qMOfp.png,,qMOfp,archive,600,450,0.0,
159,917,cover,002_qmiGu.png,,qmiGu,archive_deskew,1200,1200,0.0,
160,917,reverse,003_qmiGu.png,,qmiGu,archive_deskew,1200,1200,0.0,
161,917,spine,004_qmiGu.png,,qmiGu,archive,1200,1200,0.0,
162,917,tape,005_qmiGu.png,,qmiGu,archive,1200,1200,0.0,
164,1357,cover,003_quBgw.png,,quBgw,archive_deskew,1200,900,0.0,
165,1357,cover,005_quBgw.png,,quBgw,archive,1200,900,0.0,
166,1357,cover,006_quBgw.png,,quBgw,archive,1200,900,0.0,
168,2877,tape,003_rHRMJ.png,,rHRMJ,archive,1200,1200,0.0,
169,2877,cover,004_rHRMJ.png,,rHRMJ,archive_deskew,1200,1200,0.67,
170,2877,spine,005_rHRMJ.png,,rHRMJ,archive,1200,1200,0.83,
171,2877,reverse,012_rHRMJ.png,,rHRMJ,archive,214,214,,
184,1009,cover,003_rhhDt.png,,rhhDt,archive_deskew,1200,800,0.0,
185,1009,reverse,005_rhhDt.png,,rhhDt,archive,1200,800,0.0,
187,1339,cover,003_rmK9G.png,,rmK9G,archive_deskew,600,450,0.0,
188,1339,reverse,005_rmK9G.png,,rmK9G,archive,600,450,0.0,
189,1339,tape,006_rmK9G.png,,rmK9G,archive,600,450,0.0,
190,1339,spine,008_rmK9G.png,,rmK9G,archive,1200,1200,0.0,
192,1673,cover,003_rmnnj.png,,rmnnj,archive,300,225,0.0,
194,1242,cover,003_rpGBu.png,,rpGBu,archive_deskew,808,1200,0.0,
195,1242,reverse,005_rpGBu.png,,rpGBu,archive_deskew,901,1200,0.0,
197,781,cover,002_rscmL.png,,rscmL,archive_deskew,384,512,3.39,
198,781,reverse,004_rscmL.png,,rscmL,archive,384,512,0.0,
199,781,spine,005_rscmL.png,,rscmL,archive,384,512,0.0,
200,1359,cover,001_rxfj3.png,,rxfj3,archive,1024,768,38.18,
201,1359,cover,002_rxfj3.png,,rxfj3,archive,,,,
202,1359,tape,003_rxfj3.png,,rxfj3,archive,834,540,0.0,
204,2240,cover,002_rxzZw.png,,rxzZw,archive_deskew,600,447,0.0,
205,2240,reverse,004_rxzZw.png,,rxzZw,archive_deskew,510,600,0.0,
207,1536,cover,003_rzncr.png,,rzncr,archive_deskew,450,600,0.0,
208,1536,reverse,005_rzncr.png,,rzncr,archive,450,600,0.0,
209,1536,spine,006_rzncr.png,,rzncr,archive,600,600,0.0,
211,2110,spine,003_s0dJR.png,,s0dJR,archive,1200,900,0.0,
212,2110,cover,005_s0dJR.png,,s0dJR,archive_deskew,1200,900,0.0,
213,2110,reverse,006_s0dJR.png,,s0dJR,archive_deskew,1200,900,0.0,
215,1590,cover,003_s4Gr3.png,,s4Gr3,archive,247,381,0.0,
216,1590,tape,005_s4Gr3.png,,s4Gr3,archive,351,226,0.0,
217,1590,reverse,006_s4Gr3.png,,s4Gr3,archive_good,247,381,0.0,
220,1004,cover,002_s4zLW.png,,s4zLW,archive,450,600,0.0,
221,1004,reverse,004_s4zLW.png,,s4zLW,archive,450,600,0.0,
223,770,cover,002_s67za.png,,s67za,archive_deskew,1200,900,0.0,
224,770,reverse,004_s67za.png,,s67za,archive_deskew,1200,900,0.0,
225,770,tape,005_s67za.png,,s67za,archive,1200,900,0.0,
227,478,cover,003_sCo38.png,,sCo38,archive_deskew,1600,1200,0.0,
229,1556,cover,002_sH7AD.png,,sH7AD,archive_deskew,450,600,0.0,
230,1556,reverse,004_sH7AD.png,,sH7AD,archive,450,600,0.0,
234,1405,insert,001_sSDo6.png,,sSDo6,archive,1024,768,38.18,
235,1405,cover,002_sSDo6.png,,sSDo6,archive_good,834,550,0.0,
236,1405,tape,003_sSDo6.png,,sSDo6,archive,834,540,0.0,
238,1098,cover,002_sVQe8.png,,sVQe8,archive_deskew,1600,1145,0.0,
239,1098,spine,003_sVQe8.png,,sVQe8,archive,455,960,0.0,
240,1098,tape,004_sVQe8.png,,sVQe8,archive,960,627,0.0,
242,2039,cover,002_sa4jz.png,,sa4jz,archive_deskew,788,1080,0.0,
243,2039,insert,003_sa4jz.png,,sa4jz,archive,1080,786,0.0,
244,2039,insert,004_sa4jz.png,,sa4jz,archive,1080,747,0.0,
245,2039,tape,005_sa4jz.png,,sa4jz,archive,1080,678,0.0,
246,2039,tape,006_sa4jz.png,,sa4jz,archive,1080,672,0.0,
247,2039,tape_spine,007_sa4jz.png,,sa4jz,archive,599,1080,0.0,
249,2080,tape,003_saZbP.png,,saZbP,archive,600,600,0.0,
250,2080,spine,005_saZbP.png,,saZbP,archive,600,600,0.0,
251,2080,insert,006_saZbP.png,,saZbP,archive,600,600,0.0,
255,709,cover,002_shxue.png,,shxue,archive_good,796,1220,0.0,
256,709,reverse,003_shxue.png,,shxue,archive_good,629,960,0.0,
257,709,spine,004_shxue.png,,shxue,archive,364,960,0.0,
258,709,tape_spine,005_shxue.png,,shxue,archive,362,960,0.0,
261,1448,cover,003_spHK0.png,,spHK0,archive,600,450,0.0,
262,1448,reverse,005_spHK0.png,,spHK0,archive,600,450,0.0,
263,1448,cover,006_spHK0.png,,spHK0,archive_deskew,600,450,0.0,
265,519,cover,002_sqEdW.png,,sqEdW,archive_deskew,1599,1600,0.0,
266,519,reverse,003_sqEdW.png,,sqEdW,archive_deskew,960,960,0.0,
267,519,cover,004_sqEdW.png,,sqEdW,archive,755,960,0.0,
268,519,reverse,005_sqEdW.png,,sqEdW,archive,728,960,0.0,
270,2113,cover,002_sqWF0.png,,sqWF0,archive_deskew,1280,960,0.0,
271,2113,reverse,003_sqWF0.png,,sqWF0,archive_deskew,1280,960,0.0,
272,2113,tape_spine,004_sqWF0.png,,sqWF0,archive,1280,960,0.0,
273,2113,spine,005_sqWF0.png,,sqWF0,archive,1280,960,15.73,
274,2113,cover,006_sqWF0.png,,sqWF0,archive,1280,960,5.0,
275,2113,cover,007_sqWF0.png,,sqWF0,archive,1280,960,0.0,
276,2113,cover_other,008_sqWF0.png,,sqWF0,archive,1280,960,0.0,
277,2113,spine,009_sqWF0.png,,sqWF0,archive,1280,960,0.0,
278,2113,spine,010_sqWF0.png,,sqWF0,archive,1280,960,0.0,
279,2113,spine,011_sqWF0.png,,sqWF0,archive,1280,960,0.0,
280,2113,reverse,012_sqWF0.png,,sqWF0,archive,1280,960,0.0,
281,2113,reverse,013_sqWF0.png,,sqWF0,archive,1280,960,0.0,
282,2113,reverse,014_sqWF0.png,,sqWF0,archive,1280,960,0.0,
283,2113,bottom,015_sqWF0.png,,sqWF0,archive,1280,960,5.18,
284,2113,cover,016_sqWF0.png,,sqWF0,archive,1280,960,2.81,
291,1482,cover,002_t0AO5.png,,t0AO5,archive_good,834,550,0.0,
292,1482,tape,003_t0AO5.png,,t0AO5,archive,834,540,0.0,
295,1360,cover,002_tCzlr.png,,tCzlr,archive,834,550,0.0,
296,1360,tape,003_tCzlr.png,,tCzlr,archive,834,540,0.0,
298,1970,reverse,003_tGZsn.png,,tGZsn,archive_deskew,1200,1200,0.0,
299,1970,cover,004_tGZsn.png,,tGZsn,archive_deskew,1200,1200,0.0,
300,1970,spine,005_tGZsn.png,,tGZsn,archive,1200,1200,0.0,
302,1313,cover,003_tGreh.png,,tGreh,archive,1200,732,0.0,
303,1313,spine,005_tGreh.png,,tGreh,archive,1200,900,0.0,
304,1313,reverse,006_tGreh.png,,tGreh,archive,1200,882,0.0,
306,2064,cover,002_tMu6g.png,,tMu6g,archive,197,300,0.0,
308,3100,cover,003_tSpV9.png,,tSpV9,archive,193,285,0.0,
310,2572,cover,002_tVEky.png,,tVEky,archive,360,270,0.0,
311,2572,insert,003_tVEky.png,,tVEky,archive,510,680,0.0,
312,2572,insert,004_tVEky.png,,tVEky,archive,360,270,0.0,
313,2572,insert,005_tVEky.png,,tVEky,archive,360,270,0.0,
318,1324,cover,002_tZw00.png,,tZw00,archive_deskew,1200,900,0.0,
319,1324,spine,004_tZw00.png,,tZw00,archive,1200,900,0.0,
324,666,cover,002_tfckl.png,,tfckl,archive_deskew,508,401,0.0,
325,666,reverse,004_tfckl.png,,tfckl,archive,273,412,0.0,
326,666,insert,005_tfckl.png,,tfckl,archive,554,371,0.0,
328,50,cover,002_tkK25.png,,tkK25,archive,550,280,0.0,
330,1113,cover,003_tmBER.png,,tmBER,archive_deskew,1200,800,0.0,
331,1113,reverse,005_tmBER.png,,tmBER,archive,,,,
333,1576,cover,002_tr3wY.png,,tr3wY,archive,600,450,3.67,
334,1576,reverse,004_tr3wY.png,,tr3wY,archive,600,450,0.0,
336,2265,cover,002_uBWiD.png,,uBWiD,archive_deskew,1080,1080,4.54,
337,2265,reverse,003_uBWiD.png,,uBWiD,archive,1080,1080,8.89,
338,2265,spine,004_uBWiD.png,,uBWiD,archive,1080,1080,9.44,
339,2265,tape_spine,005_uBWiD.png,,uBWiD,archive,1080,1080,12.41,
341,1127,cover,002_uDGAg.png,,uDGAg,archive_deskew,600,450,0.0,
342,1127,reverse,004_uDGAg.png,,uDGAg,archive,600,450,0.0,
345,3184,tape,004_uH9cJ.png,,uH9cJ,archive,1200,900,0.0,
346,3184,tape,005_uH9cJ.png,,uH9cJ,archive,1200,900,0.0,
352,1074,cover,002_uXXqu.png,,uXXqu,archive_good,834,550,0.0,
353,1074,tape,003_uXXqu.png,,uXXqu,archive,834,540,0.0,
355,747,cover,003_ubKSK.png,,ubKSK,archive_deskew,450,600,0.0,
356,747,reverse,005_ubKSK.png,,ubKSK,archive,450,600,0.0,
357,747,reverse_other,006_ubKSK.png,,ubKSK,archive,600,450,0.0,
361,1366,cover,006_umtly.png,,umtly,archive,1200,900,0.0,
363,912,cover,002_urHSo.png,,urHSo,archive_deskew,900,1200,0.0,
364,912,reverse,004_urHSo.png,,urHSo,archive_deskew,901,1200,0.0,
369,3218,cover,002_utz7k.png,,utz7k,archive_deskew,1100,664,1.05,
370,3218,reverse,004_utz7k.png,,utz7k,archive_deskew,1185,831,1.41,
374,3075,tape,005_uuDrP.png,,uuDrP,archive,900,1200,0.0,
380,1393,cover,002_uuKbL.png,,uuKbL,archive_deskew,1200,800,0.0,
381,1393,reverse,004_uuKbL.png,,uuKbL,archive,1200,800,0.0,
386,718,cover,002_vDHgc.png,,vDHgc,archive,810,1080,0.0,
387,718,spine,003_vDHgc.png,,vDHgc,archive,810,1080,0.0,
388,718,reverse,004_vDHgc.png,,vDHgc,archive,810,1080,0.0,
389,718,tape_spine,005_vDHgc.png,,vDHgc,archive,810,1080,0.0,
390,718,tape,006_vDHgc.png,,vDHgc,archive,810,1080,0.0,
391,718,tape,007_vDHgc.png,,vDHgc,archive,810,1080,0.0,
393,1609,cover,003_vOXOw.png,,vOXOw,archive_deskew,900,1200,0.0,
394,1609,reverse,005_vOXOw.png,,vOXOw,archive_deskew,900,1200,0.0,
395,1609,tape,006_vOXOw.png,,vOXOw,archive,900,1200,0.0,
397,2124,cover,003_vQx4Y.png,,vQx4Y,archive_good,810,1200,0.0,
398,2124,spine,005_vQx4Y.png,,vQx4Y,archive,247,1200,0.0,
399,2124,reverse,006_vQx4Y.png,,vQx4Y,archive,802,1200,0.0,
401,676,cover,003_vVvZi.png,,vVvZi,archive,449,600,0.0,
402,676,spine,005_vVvZi.png,,vVvZi,archive,449,600,0.0,
403,676,reverse,006_vVvZi.png,,vVvZi,archive,449,600,0.0,
407,2810,cover,003_va18T.png,,va18T,archive_deskew,450,600,0.0,
408,2810,reverse,005_va18T.png,,va18T,archive,450,600,0.0,
409,2810,spine,006_va18T.png,,va18T,archive,450,600,0.0,
411,1322,cover,002_va3vO.png,,va3vO,archive_deskew,932,1188,0.0,
412,1322,reverse,003_va3vO.png,,va3vO,archive,705,960,0.0,
413,1322,tape,004_va3vO.png,,va3vO,archive,960,720,0.0,
414,1322,spine,005_va3vO.png,,va3vO,archive,720,960,0.0,
416,3007,cover,003_vqaNp.png,,vqaNp,archive_deskew,900,1200,0.0,
417,3007,reverse,005_vqaNp.png,,vqaNp,archive_deskew,900,1200,0.0,
418,3007,tape_spine,006_vqaNp.png,,vqaNp,archive,900,1200,0.0,
420,1352,cover,002_w1ScC.png,,w1ScC,archive_deskew,1200,1600,0.0,
421,1352,reverse,003_w1ScC.png,,w1ScC,archive,720,960,0.0,
422,1352,tape,004_w1ScC.png,,w1ScC,archive,960,720,0.0,
423,1352,spine,005_w1ScC.png,,w1ScC,archive,720,960,0.0,
425,1110,spine,003_w5nRC.png,,w5nRC,archive,1200,1106,0.0,
426,1110,reverse,005_w5nRC.png,,w5nRC,archive,1200,909,0.0,
427,1110,tape,006_w5nRC.png,,w5nRC,archive,1200,1198,0.0,
429,717,cover,004_w5raL.png,,w5raL,archive,900,1200,0.0,
430,717,reverse,005_w5raL.png,,w5raL,archive_deskew,900,1200,2.17,
431,717,spine,012_w5raL.png,,w5raL,archive,161,214,,
434,698,cover,003_wL7g3.png,,wL7g3,archive_deskew,600,450,6.89,
435,698,reverse,005_wL7g3.png,,wL7g3,archive,600,450,0.0,
437,649,spine_group,002_wRMtu.png,,wRMtu,archive,899,1200,,
438,649,cover_group,004_wRMtu.png,,wRMtu,archive,899,1200,,
439,649,reverse_group,005_wRMtu.png,,wRMtu,archive,899,1200,,
441,2010,cover,002_wSNhv.png,,wSNhv,archive,1200,800,0.0,
442,2010,reverse,004_wSNhv.png,,wSNhv,archive,1200,800,0.0,
447,897,cover,003_whGGE.png,,whGGE,archive_deskew,1196,1196,0.0,
448,897,reverse,005_whGGE.png,,whGGE,archive_deskew,1200,1200,0.0,
449,897,spine,006_whGGE.png,,whGGE,archive,1200,1200,0.0,
460,1471,cover,004_wiu2J.png,,wiu2J,archive_deskew,640,480,0.0,
461,1471,reverse,005_wiu2J.png,,wiu2J,archive,640,480,0.0,
464,495,cover,002_wqDYu.png,,wqDYu,archive_deskew,1200,1600,0.0,
465,495,reverse,003_wqDYu.png,,wqDYu,archive_deskew,720,960,0.0,
466,495,cover,004_wqDYu.png,,wqDYu,archive,720,960,0.0,
472,864,cover,003_wyx7h.png,,wyx7h,archive_good,919,1200,16.08,
473,864,reverse,005_wyx7h.png,,wyx7h,archive_good,890,1200,17.69,
475,2003,cover,002_wzNYu.png,,wzNYu,archive,600,450,0.0,
476,2003,reverse,004_wzNYu.png,,wzNYu,archive,600,450,0.0,
480,983,cover,002_xB7lB.png,,xB7lB,archive_deskew,1200,800,0.0,
481,983,reverse,004_xB7lB.png,,xB7lB,archive,1200,800,0.0,
486,1048,cover,002_xHOc5.png,,xHOc5,archive_deskew,900,1600,11.38,
487,1048,reverse,003_xHOc5.png,,xHOc5,archive,900,1600,7.5,
488,1048,spine,004_xHOc5.png,,xHOc5,archive,900,1600,9.0,
489,1048,tape_spine,005_xHOc5.png,,xHOc5,archive,900,1600,3.37,
490,1048,cover,006_xHOc5.png,,xHOc5,archive,900,1600,0.75,
491,1048,reverse,007_xHOc5.png,,xHOc5,archive_deskew,900,1600,10.38,
499,1116,cover,004_xPl3g.png,,xPl3g,archive_deskew,1200,1200,0.0,
500,1116,spine,005_xPl3g.png,,xPl3g,archive,1200,1200,0.67,
501,1116,reverse,012_xPl3g.png,,xPl3g,archive,214,214,,
511,1415,spine_group,005_xTOWU.png,,xTOWU,archive,,,,
513,2254,tape,003_xW61m.png,,xW61m,archive,1024,768,0.0,
514,2254,cover,004_xW61m.png,,xW61m,archive_deskew,1024,768,0.0,
516,811,cover,002_xk9P4.png,,xk9P4,archive_deskew,450,600,0.0,
517,811,reverse,004_xk9P4.png,,xk9P4,archive,450,600,0.0,
519,791,cover,002_xojMI.png,,xojMI,archive,900,1200,4.0,
520,791,reverse,004_xojMI.png,,xojMI,archive,900,1200,6.0,
521,791,spine,005_xojMI.png,,xojMI,archive,900,1200,5.58,
523,718,cover,003_xoz1n.png,,xoz1n,archive,270,402,0.0,
525,803,cover,002_xrBQd.png,,xrBQd,archive,1024,767,0.0,
526,803,reverse,004_xrBQd.png,,xrBQd,archive,1198,898,0.0,
527,803,tape,005_xrBQd.png,,xrBQd,archive,1198,898,0.0,
529,960,cover,003_y3sTH.png,,y3sTH,archive_deskew,1200,900,0.0,
530,960,cover,005_y3sTH.png,,y3sTH,archive,1200,900,0.0,
531,960,reverse,006_y3sTH.png,,y3sTH,archive_deskew,1200,900,0.0,
533,1227,cover,002_yUJmT.png,,yUJmT,archive,788,1196,0.0,
534,1227,reverse,003_yUJmT.png,,yUJmT,archive,627,960,0.0,
535,1227,spine,004_yUJmT.png,,yUJmT,archive,185,960,0.0,
536,1227,tape_spine,005_yUJmT.png,,yUJmT,archive,182,960,0.0,
539,302,cover,002_yZjCD.png,,yZjCD,archive_deskew,1600,1600,0.0,
540,302,spine,004_yZjCD.png,,yZjCD,archive,960,960,0.0,
541,302,reverse,005_yZjCD.png,,yZjCD,archive_deskew,960,960,0.0,
545,963,tape,006_yadtA.png,,yadtA,archive,600,450,3.67,
547,1140,cover,002_ybQVy.png,,ybQVy,archive,,,,
548,1140,reverse,003_ybQVy.png,,ybQVy,archive,,,,
549,1140,spine,004_ybQVy.png,,ybQVy,archive,,,,
550,1140,tape_spine,005_ybQVy.png,,ybQVy,archive,847,1080,0.0,
564,2211,cover_group,014_yn9U2.png,,yn9U2,archive,,,,
566,1120,reverse,002_z20XO.png,,z20XO,archive,1200,1200,18.95,
567,1120,cover,004_z20XO.png,,z20XO,archive_deskew,1200,1200,4.0,
568,1120,reverse,005_z20XO.png,,z20XO,archive_deskew,1200,1200,0.0,
570,1000,cover,003_z884c.png,,z884c,archive_deskew,1200,900,5.33,
571,1000,reverse,005_z884c.png,,z884c,archive_deskew,1200,900,10.44,
572,1000,tape,006_z884c.png,,z884c,archive,1200,900,0.0,
574,718,cover,003_z9NPP.png,,z9NPP,archive_deskew,1181,1200,0.0,
575,718,reverse,005_z9NPP.png,,z9NPP,archive_deskew,1169,1200,0.0,
576,718,spine,006_z9NPP.png,,z9NPP,archive,1200,993,0.0,
578,661,tape,022_zGbBv.png,,zGbBv,archive,1200,900,0.0,
579,661,cover,024_zGbBv.png,,zGbBv,archive_deskew,1200,900,0.0,
580,661,reverse,025_zGbBv.png,,zGbBv,archive_deskew,1200,900,0.0,
581,661,tape,026_zGbBv.png,,zGbBv,archive,1200,900,0.0,
583,491,cover,003_zKFiC.png,,zKFiC,archive,286,300,0.0,
585,815,cover,003_zR0xt.png,,zR0xt,archive_deskew,600,600,0.0,
586,815,spine,005_zR0xt.png,,zR0xt,archive,600,600,0.0,
587,815,reverse,006_zR0xt.png,,zR0xt,archive_deskew,600,600,0.0,
594,1082,cover,002_zqNFu.png,,zqNFu,archive_deskew,600,600,0.0,
595,1082,spine,004_zqNFu.png,,zqNFu,archive,600,600,0.0,
596,1082,reverse,005_zqNFu.png,,zqNFu,archive_deskew,600,600,0.0,
598,2979,cover,003_ztlsI.png,,ztlsI,archive_good,799,1200,0.0,
600,2979,reverse,006_ztlsI.png,,ztlsI,archive_good,793,1200,0.0,
602,826,cover,002_zup2v.png,,zup2v,archive,1098,1600,0.0,
603,826,reverse,003_zup2v.png,,zup2v,archive,659,960,0.0,
605,1428,tape,003_zwkFl.png,,zwkFl,archive,1200,1200,0.0,
606,1428,cover,005_zwkFl.png,,zwkFl,archive_deskew,1200,1200,0.0,
607,1428,reverse,006_zwkFl.png,,zwkFl,archive_deskew,1200,1200,0.0,
608,872,cover,001_2026-0330-1427-58_original.png,,v1224600818,archive_deskew,1200,1200,0.0,
609,872,reverse,002_2026-0330-1427-58_original.png,,v1224600818,archive_deskew,1200,1200,0.0,
610,872,spine,003_2026-0330-1427-58_original.png,,v1224600818,archive,1200,1200,0.0,
611,942,cover,005_2026-0330-1427-58_original.png,,v1224600818,archive,392,392,0.0,
612,1142,cover,006_2026-0330-1427-58_original.png,,v1224600818,archive_deskew,392,392,0.0,
613,1202,cover,007_2026-0330-1427-58_original.png,,v1224600818,archive,392,392,0.0,
614,908,cover,008_2026-0330-1427-58_original.png,,v1224600818,archive,392,392,0.0,
615,1293,cover,016_2026-0330-1427-58_original.png,,v1224600818,archive_deskew,392,392,0.0,
616,1143,cover,017_2026-0330-1427-58_original.png,,v1224600818,archive,392,392,0.0,
620,1201,cover,022_2026-0330-1430-24_original.png,,v1224600818,archive,,,,
627,97,cover,97_2026-01-28-0002.jpg,,scan,scan,769,1200,0.0,
628,97,reverse,97_2026-01-28-0003.jpg,,scan,scan,767,1200,0.0,
629,97,tape,97_2026-01-28-0004.jpg,,scan,scan,1200,775,0.0,
630,97,tape_spine,97_2026-01-28-0005.jpg,,scan,scan,189,1200,0.0,
631,93,cover,93_2026-01-29-0001.jpg,,scan,scan,768,1200,0.0,
632,93,reverse,93_2026-01-29-0002.jpg,,scan,scan,766,1200,0.0,
633,93,tape,93_2026-01-29-0003.jpg,,scan,scan,1200,785,0.0,
634,386,cover,386_2026-01-29-0004.jpg,,scan,scan,1200,811,0.0,
635,386,tape,386_2026-01-29-0005.jpg,,scan,scan,1200,780,0.0,
636,386,tape_spine,386_2026-01-29-0006.jpg,,scan,scan,186,1200,0.0,
637,2054,cover,2054_2026-01-29-0007.jpg,,scan,scan,1200,804,0.0,
638,2054,insert,2054_2026-01-29-0008.jpg,,scan,scan,1200,809,0.5,
